Team Rank,Team Overall,FG%,FT%,TRB,AST,PTS,POS_C,POS_PG,POS_PF,POS_SF,POS_SG
0.18518518518518517,1.025702698709611,0.8972328116730728,0.859268383066388,1.2024524544801063,1.9376552943658538,3.7012679013301137,0,0,0,0,1
0.2222222222222222,1.025702698709611,1.3133746407798614,0.2532147127894951,2.7606808706462713,0.3244587112631398,3.310857971844366,0,0,1,0,0
0.4074074074074074,0.30670800121901487,1.1862201929972316,0.34482747690111853,2.686479517495502,0.04791072558838905,2.9504795753959834,1,0,0,0,0
0.25925925925925924,0.9538032289605513,0.6082454303489141,0.9508811471780114,1.239553131055491,0.0940020565341807,2.7402588441344267,0,0,1,0,0
0.6296296296296297,0.01911012222277637,0.41173401104848617,0.5703358193297301,1.0540497481785664,0.18618471842576442,2.665180011541014,0,0,0,1,0
0.2962962962962963,0.8819037592114917,1.7526354603925813,0.16160194867787164,2.909083576947811,0.8314633516668499,2.439943513760775,0,0,0,1,0
0.7037037037037037,-0.2684877567734621,1.0128277642027363,1.1482009468030465,0.8314456887262573,0.9236460135584335,2.4249277472420925,0,0,0,1,0
0.5555555555555556,0.09100959197183599,0.7585188686374766,1.0002110970842701,-0.021869872507595308,0.785372020721058,2.3498489146486796,0,0,0,0,1
0.3333333333333333,0.8100042894624321,0.2845795632658564,1.4371335105397052,2.1670700454401133,2.4907512657153554,2.304801615092632,0,0,0,1,0
0.7407407407407407,-0.6998845752678198,0.49265047781925064,1.0636353183923173,-0.3557759616860593,0.5088240350463072,2.304801615092632,0,0,0,0,1
0.5925925925925926,0.01911012222277637,0.6082454303489141,-0.0920949365543164,3.836600491332433,0.3705500422089317,2.304801615092632,1,0,0,0,0
0.14814814814814814,1.0976021684586705,0.9550302879379046,0.041800641762671724,3.0945869598247353,-0.04427193630319468,2.304801615092632,1,0,0,0,0
0.6666666666666666,0.01911012222277637,0.5620074493370487,0.6478543120395646,0.23783486352009883,-0.04427193630319468,2.1846754829431707,0,0,0,0,1
0.1111111111111111,1.3133005777058495,0.5273289635781496,0.33778034120022443,1.2024524544801063,1.7532899705826865,2.1546439499058057,0,0,0,0,1
0.8518518518518519,-1.3469798030093563,0.09962763921839542,0.4293931053118479,0.6830429824247176,0.2322760493715563,2.139628183387123,0,0,0,0,1
0.4444444444444444,0.2348085314699552,0.7122808876256113,0.7958441617583409,-0.31867528511067456,0.0940020565341807,2.109596650349758,0,0,0,0,1
0.5185185185185185,0.09100959197183599,0.2845795632658564,0.436440241012742,0.8314456887262573,1.4306506539621437,2.079565117312393,0,0,0,0,1
0.25925925925925924,0.9538032289605513,0.5851264398429814,0.7887970260574468,-0.021869872507595308,4.288313172601237,2.0345178177563445,0,1,0,0,0
0.14814814814814814,1.0976021684586705,0.30769855377178906,0.3800631554055891,1.7589626031108794,0.27836738031734815,2.019502051237662,0,0,1,0,0
0.7407407407407407,-0.6998845752678198,0.4464124968073852,0.5421472765261537,0.4604389229724084,1.1541026682873925,2.019502051237662,0,0,0,1,0
0.037037037037037035,1.6008984567020879,0.3654960300366208,1.1552480825039406,1.0911504247539512,4.334404503547028,2.0044862847189795,0,1,0,0,0
0.8148148148148148,-1.2750803332602967,0.8856733164201065,0.40120456250827147,1.4250565139324154,-0.3208199219779457,2.0044862847189795,0,0,1,0,0
0.7037037037037037,-0.2684877567734621,0.5620074493370487,0.9861168256824819,0.34913689324625347,0.3705500422089317,1.9744547516816147,0,0,0,0,1
0.6666666666666666,0.01911012222277637,0.5504479540840823,0.048847777463565834,1.0540497481785664,0.18618471842576442,1.8543286195321538,0,0,0,1,0
0.7777777777777778,-0.7717840450168795,0.8278758401552747,0.47872305521810665,1.1282511013293364,-0.2747285910321538,1.8242970864947885,0,0,1,0,0
0.037037037037037035,1.6008984567020879,1.1515417072383325,0.3941574268073773,0.8685463653016421,0.6931893588294745,1.8242970864947885,0,0,0,1,0
0.3333333333333333,0.8100042894624321,1.1631012024912988,1.176389489606623,1.7218619265354946,0.0018193946425971792,1.794265553457423,0,0,1,0,0
0.5555555555555556,0.09100959197183599,0.4464124968073852,0.3871102911064832,0.7943450121508722,0.41664137315472355,1.6140763552332318,0,0,0,1,0
0.5185185185185185,0.09100959197183599,0.12274662972432811,1.1411538111021524,-0.09607122565836515,3.2282125608480245,1.5990605887145495,0,1,0,0,0
0.37037037037037035,0.4505069407171341,0.573566944590015,0.8310798402628115,-0.05897054908298023,0.6931893588294745,1.569029055677184,0,0,0,0,1
0.9629629629629629,-1.6345776820055946,0.2961390585188227,-0.16961342926415163,1.4621571905078001,-0.5051852457611129,1.569029055677184,0,0,1,0,0
