Team Rank,Team Overall,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,POS_C,POS_PG,POS_PF,POS_SF,POS_SG
0.03333333333333333,1.964341232628643,0.8614528598803757,1.725652955683136,2.7782566413953846,2.9426761096205882,0.04666482057665928,5.832035604276557,5.394254935461761,0.9072939952642731,0.8355574169711358,4.058768948909606,0.8739046210293094,3.747269209199107,0,0,0,0,1
0.3,0.5900060054713423,0.9707109537507436,1.8321138943406126,3.4304619639934817,2.810743103847877,0.7932889367467094,4.1814182944580995,4.049633763674093,0.68210520029318,3.1905118437060094,0.28041620771540954,0.6136848827575551,3.359730418100028,0,0,1,0,0
0.2,0.7516925027839658,1.225646506114935,1.885344363669351,3.4770480584647743,2.766765435256974,0.8635594417980083,2.6880026331937805,3.0891900695400447,-0.04600523678002001,2.157637095138082,4.233154460041645,0.09324540621404556,3.2586333421611373,0,0,1,0,0
0.5333333333333333,0.2666330108460951,0.9707109537507436,1.864052175937856,3.1975314916370183,2.6348324294842627,0.7493698710896476,4.10281747018103,4.3697816617187755,0.17167726502536995,2.7360469543361217,1.7336288004824079,1.9147835741163284,3.1575362662222464,0,0,1,0,0
0.23333333333333334,0.6708492541276541,0.8978722245038316,1.8534060820721083,2.5453261690389217,2.7887542695524252,-0.041173310737464316,4.338619943012239,3.665456286020474,1.342658998875053,0.46372250748668187,2.7799418672746463,-0.036864462921831605,3.1575362662222464,0,1,0,0,0
0.1,1.3984384920344604,0.09664620278780074,1.3636857642477154,2.498740074567629,2.2390334121661306,0.45072022462162736,3.3168092274103356,2.7050125918864256,1.3801904647035685,0.7116124471429842,2.4892993487212465,0.7437947518934326,3.0732887029398377,0,1,0,0,0
0.1,1.3984384920344604,0.7157754013865518,1.5978998292941644,2.918014924809263,2.4809105894161005,0.6351803003812869,3.1596075788561975,2.7050125918864256,1.1399890834010693,1.4139672761691748,2.082399822746488,0.48357501362167765,3.0732887029398377,0,0,0,1,0
0.3333333333333333,0.5900060054713423,1.1528077768680232,1.8321138943406126,3.011187113751848,3.1625644525751055,0.04666482057665928,3.081006754579128,3.473367547193664,-0.0009674777858014034,2.777361944278838,4.930696504569805,1.1341243593010644,2.9047935763750203,0,1,0,0,0
0.3,0.5900060054713423,-0.012611891082567097,1.8108217066091177,2.5453261690389217,2.4809105894161005,0.23112489633631836,3.788414173072752,4.177692922891966,0.0665891607055265,3.934181662674917,2.082399822746488,2.82555265806747,2.871094551062057,1,0,0,0,0
1.0,-1.5927617082490766,0.2059042966581686,1.629838110891407,2.498740074567629,2.810743103847877,-0.10266000265735084,3.2382084031332665,2.833071751104298,1.0574198585783352,0.46372250748668187,1.675500296771728,1.9147835741163284,2.8205460130926117,0,0,0,0,1
0.13333333333333333,1.1559087460655249,0.4244204843989043,1.384977951979211,2.731670546924092,2.5028994237115527,0.4155849720959779,2.0591960389772246,1.744568897752377,1.1399890834010693,0.17451757788766223,1.9080143116144475,0.48357501362167765,2.736298449810203,0,1,0,0,0
0.43333333333333335,0.5091627568150305,0.9707109537507436,1.5233771722339304,2.87142883033797,2.4809105894161005,0.5824774215928127,2.5308009846396415,2.3208351142328056,0.749661838784508,2.116322105195365,0.10603069658336985,0.6136848827575551,2.5172547852759406,1,0,0,0,0
0.26666666666666666,0.5900060054713423,0.9707109537507436,1.5766076415626686,2.5453261690389217,2.4589217551206484,0.29261158825620487,2.0591960389772246,2.0647167957970596,0.4644226984877909,0.7529274370857015,1.4429862819290082,0.8739046210293094,2.5172547852759406,0,0,0,0,1
0.06666666666666667,1.4792817406907721,1.1528077768680232,1.5659615476969209,2.358981791153751,2.4149440865297453,0.1081515124965458,3.5526117002415445,3.4093379675847273,0.6595863207960707,0.21583256783037935,1.9661428153251277,0.3534651444858002,2.5004052726194588,0,0,0,0,1
0.16666666666666666,0.9133790000965895,0.5336785782692721,1.182702168530005,2.358981791153751,2.2170445778706793,0.345314467044679,3.4740108759644754,3.665456286020474,0.23923390351669785,3.1491968537632924,0.8035727411115291,2.1750033123880828,2.483555759962977,1,0,0,0,0
0.7333333333333333,-0.9460157189985822,-0.012611891082567097,1.4062701397107058,2.358981791153751,2.5908547608933596,-0.041173310737464316,2.5308009846396415,2.5769534326685517,0.4193849394935723,1.3313372962837404,-0.35899733310206966,1.6545638358445736,2.4498567346500133,0,0,1,0,0
0.5666666666666667,0.18578976218978327,1.225646506114935,1.8214678004748648,2.4521539800963366,2.5028994237115527,0.14328676502219523,1.8233935661460166,1.8085984773613133,0.4043723531621661,0.42240751754396494,1.559243289350368,0.48357501362167765,2.433007221993532,0,0,0,0,1
0.6,0.10494651353347145,1.1163884122445673,1.4488545151736965,2.032879129854703,2.2390334121661306,-0.07630856326311376,3.3168092274103356,2.8971013307132343,1.0724324449097413,-0.36257729136765976,2.0242713190358077,-0.42719407032946366,2.433007221993532,0,0,0,0,1
0.4,0.5091627568150305,0.3880011197754483,1.864052175937856,2.032879129854703,1.953178566325258,0.2662601488619678,3.8670149973498225,3.5373971268026,0.8772688226014607,0.7942424270284185,1.791757304193088,-0.42719407032946366,2.3656091713676046,0,0,0,0,1
0.6666666666666666,-0.3801129784043994,1.1528077768680232,1.5978998292941644,2.032879129854703,2.261022246461583,-0.1114438157887632,2.5308009846396415,2.3208351142328056,0.9523317542584917,-0.11468735171135724,2.198656830167847,-0.5573039394653412,2.3487596587111232,0,1,0,0,0
