Team Rank,Team Overall,eFG%,FT%,TRB,STL,BLK,AST,PTS,POS_C,POS_PG,POS_PF,POS_SF,POS_SG
0.25,0.8892778900071444,0.25037324721373266,0.5199452209413438,3.431401075799131,1.1891852415180517,3.0129824173580597,1.2715364908027047,3.5306340933903937,1,0,0,0,0
0.71875,-0.6737545226236382,0.6653572066089276,0.12369732375512944,1.9761945351721337,1.671395074707342,1.9469857141407347,2.3621717455494777,3.4832642263055495,1,0,0,0,0
0.21875,0.8892778900071444,0.6060737838381853,-0.10858592631954833,3.3898237460669316,1.1891852415180517,2.746483241553728,2.144044694600123,3.4201044035257566,0,0,1,0,0
0.4375,0.2814319517618401,0.517148649682072,1.1758038093874927,1.6435758973145351,0.7069754083287613,1.4139873625320718,2.471235271024155,3.4201044035257566,0,0,1,0,0
0.15625,0.9761130240421879,0.21332110798201873,0.041715000199360815,2.3503905027619334,1.4302901581126968,0.6144898351190778,3.7254658139829435,3.1832550681015355,0,1,0,0,0
0.5,0.1945968177267966,0.2651941029064182,1.1348126476096083,0.10521469722313774,0.7069754083287613,-0.7180060439025785,4.27078344135633,3.1832550681015355,0,1,0,0,0
0.375,0.455102219831927,0.15403768521127648,0.950352419609129,0.7288746432061366,0.7069754083287613,-0.18500769229391598,1.6532588299640754,3.104305289626795,0,0,1,0,0
0.4375,0.2814319517618401,0.36894009275521716,1.209963110869063,0.3962560053485373,1.912499991301987,0.6144898351190778,2.144044694600123,3.0253555111520543,0,1,0,0,0
0.0625,1.3234535601823618,0.22073153582836152,0.15785662523669972,0.9367612918671362,1.4302901581126968,0.08149148351041541,2.634830559236171,3.0253555111520543,0,1,0,0,0
0.3125,0.628772487902014,0.8876700419992111,0.4926177797560883,4.30452500017533,2.1536049078966326,1.4139873625320718,3.289211712084235,2.9779856440672106,1,0,0,0,0
0.1875,0.8892778900071444,0.19108982444299039,0.7863877724975917,1.8930398757077342,0.9480803249234063,0.6144898351190778,1.3806000162773822,2.946405732677314,0,0,0,1,0
0.03125,2.0181346324627096,0.22073153582836152,0.8888656769423026,0.6457199837417367,1.1891852415180517,0.08149148351041541,1.5987270672267364,2.9306157769823664,0,0,0,0,1
0.28125,0.7156076219370574,0.24296281936738987,0.7863877724975917,0.31310134588413735,2.1536049078966326,-0.4515068680982472,1.8713858809134296,2.788506175727833,0,0,0,0,1
0.09375,1.0629481580772313,0.3985818041405883,1.2646179932395754,0.7288746432061366,1.671395074707342,0.08149148351041541,2.4167035082868162,2.725346352948041,0,1,0,0,0
0.40625,0.455102219831927,0.6727676344552704,0.5746001033118562,2.641431810887333,0.9480803249234063,1.9469857141407347,0.9443459143786729,2.583236751693508,1,0,0,0,0
0.84375,-1.4552707289390296,-0.031223010947293066,0.4926177797560883,0.6457199837417367,1.671395074707342,1.1474881867277407,2.1985764573374618,2.56744679599856,0,1,0,0,0
0.375,0.455102219831927,0.3985818041405883,0.7863877724975917,0.4794106648129368,-0.016339341455174506,-0.18500769229391598,1.4351317790147207,2.5516568403036115,0,0,0,0,1
0.5625,0.10776168369175312,-0.05345429448632141,0.820547073979162,1.4356892486535353,3.8413393240591494,0.08149148351041541,2.0895129318627843,2.5358668846086636,0,0,1,0,0
0.78125,-1.1947653268338991,-0.10532728941072088,0.9571842799054431,0.2715240161519372,-0.016339341455174506,0.08149148351041541,2.9620211356602026,2.4884970175238195,0,1,0,0,0
0.1875,0.8892778900071444,0.3022462421381321,0.13736104434775756,1.1030706107959358,1.1891852415180517,-0.18500769229391598,0.8898141516413343,2.4253371947440274,0,0,0,1,0
0.65625,-0.5000842545535513,-0.06086472233266419,0.6497505665713107,0.520987994545137,0.7069754083287613,0.08149148351041541,2.580298796498832,2.3621773719642345,0,0,0,0,1
0.71875,-0.6737545226236382,0.3096566699844749,-0.1700726689863748,2.683009140619533,1.4302901581126968,5.144975823792709,0.6716871006919797,2.3621773719642345,1,0,0,0,0
0.75,-0.9342599247287686,0.042881267516134754,0.08270616197724513,0.1883693566875375,1.4302901581126968,0.08149148351041541,2.0349811691254454,2.3621773719642345,0,1,0,0,0
0.34375,0.628772487902014,0.18367939659664761,0.07587430168093108,2.100926524368734,1.671395074707342,0.6144898351190778,1.8713858809134296,2.2990175491844425,0,0,1,0,0
0.625,-0.41324912051850776,-0.016402155254607503,0.6019275444971124,0.978338621599336,-0.016339341455174506,0.34799065931474665,2.0349811691254454,2.283227593489494,0,0,0,1,0
0.78125,-1.1947653268338991,0.2874253864454466,-0.3818603381721097,0.35467867561633715,1.1891852415180517,0.08149148351041541,1.7623223554387524,2.188487859319806,0,1,0,0,0
0.4375,0.2814319517618401,-0.11273771725706366,0.950352419609129,1.768307886511135,1.671395074707342,0.6144898351190778,4.597974017780363,2.1726979036248575,0,1,0,0,0
0.46875,0.2814319517618401,0.2651941029064182,1.0528303240538397,-0.061094621705662114,1.671395074707342,-0.7180060439025785,3.670934051245605,2.1253280365400133,0,1,0,0,0
0.125,1.0629481580772313,-0.031223010947293066,0.9025293975349307,1.0199159513315361,2.3947098244912777,0.34799065931474665,1.980449406388107,2.0779581694551688,0,0,0,1,0
0.40625,0.455102219831927,0.19850025228933318,0.32865313264455104,0.5625653242773367,2.1536049078966326,0.6144898351190778,1.05340943985335,2.062168213760221,0,0,0,0,1
0.6875,-0.5869193885885947,-0.001581299561921938,0.38330801501506345,2.017771864904334,3.3591294908698583,-0.18500769229391598,3.998124627669637,2.030588302370325,0,1,0,0,0
0.125,1.0629481580772313,0.18367939659664761,0.8888656769423026,0.6457199837417367,0.22476557513947065,-0.7180060439025785,1.1624729653280272,1.9674284795905321,0,0,0,0,1
0.09375,1.0629481580772313,0.21332110798201873,1.1211489270169803,0.1883693566875375,-0.2574442580498197,0.34799065931474665,0.5080918124799636,1.9200586125056878,0,0,0,0,1
0.34375,0.628772487902014,0.09475426244053423,0.9298568387201869,0.3962560053485373,2.6358147410859227,0.34799065931474665,2.634830559236171,1.90426865681074,0,1,0,0,0
0.15625,0.9761130240421879,0.07252297890150589,0.8820338166459885,1.934617205439934,0.22476557513947065,3.2794815931623913,0.23543299879327031,1.8884787011157917,0,0,1,0,0
0.53125,0.1945968177267966,0.3985818041405883,0.43796289738557587,1.4772665783857353,0.7069754083287613,1.1474881867277407,1.05340943985335,1.8884787011157917,0,0,1,0,0
0.53125,0.1945968177267966,0.12439597382590535,0.9161931181275588,1.3525345891891354,2.3947098244912777,0.08149148351041541,3.1256164238722186,1.8726887454208438,0,1,0,0,0
0.21875,0.8892778900071444,0.16144811305761927,1.0391666034612117,0.8120293026705365,1.4302901581126968,-0.18500769229391598,1.9259176436507686,1.8726887454208438,0,0,0,1,0
0.59375,-0.32641398648346426,-0.3054088412619756,0.12369732375512944,2.683009140619533,0.22476557513947065,0.34799065931474665,1.7623223554387524,1.8726887454208438,0,0,1,0,0
0.59375,-0.32641398648346426,-0.2535358463375761,-0.16324080869006075,0.978338621599336,-0.016339341455174506,-0.4515068680982472,0.617155337954641,1.8568987897258957,0,0,0,1,0
0.53125,0.1945968177267966,0.2874253864454466,0.7795559122012777,0.35467867561633715,1.671395074707342,-0.18500769229391598,1.4351317790147207,1.746369099861259,0,0,0,0,1
0.875,-1.542105862974073,-0.06827515017900697,0.683909868052881,0.2715240161519372,0.7069754083287613,1.6804865383364032,0.289964761530609,1.7305791441663108,0,0,1,0,0
0.125,1.0629481580772313,0.4208130876796166,0.10320174286618729,2.7661638000839326,1.912499991301987,1.1474881867277407,0.8352823889039955,1.714789188471363,1,0,0,0,0
0.8125,-1.3684355949039861,0.005829128284420844,0.8068833533865339,0.6872973134739365,0.46587049173411604,0.08149148351041541,2.1985764573374618,1.714789188471363,0,1,0,0,0
0.78125,-1.1947653268338991,0.3615296649088744,0.49944964005240233,-0.10267195143786188,0.7069754083287613,0.34799065931474665,0.12636947331859316,1.6989992327764147,0,0,0,1,0
0.8125,-1.3684355949039861,0.7246406293796699,0.02121941931041866,3.597710394727931,0.9480803249234063,0.08149148351041541,1.8168541181760913,1.6832092770814664,0,0,1,0,0
0.09375,1.0629481580772313,0.3541192370625316,1.2782817138322036,-0.01951729197346215,0.46587049173411604,-0.18500769229391598,1.1624729653280272,1.6200494543016741,0,0,0,0,1
0.71875,-0.6737545226236382,-0.1794315678741487,-0.48433824261682046,1.6435758973145351,0.9480803249234063,-0.18500769229391598,2.852957610185525,1.6200494543016741,0,1,0,0,0
0.0625,1.3234535601823618,-0.18684199572049148,0.7590603313123355,-0.10267195143786188,1.1891852415180517,-0.18500769229391598,0.5080918124799636,1.6042594986067258,0,0,0,1,0
0.21875,0.8892778900071444,0.517148649682072,0.15785662523669972,0.4378333350807371,2.3947098244912777,0.08149148351041541,2.689362321973509,1.588469542911778,0,1,0,0,0
0.34375,0.628772487902014,0.07993340674784866,0.7863877724975917,-0.3105586000988615,2.6358147410859227,-0.18500769229391598,0.07183771058125447,1.588469542911778,0,0,0,0,1
0.0625,1.3234535601823618,0.48009651045035806,1.1279807873132943,0.3962560053485373,1.4302901581126968,0.08149148351041541,0.4535600497426251,1.5726795872168298,0,0,0,0,1
0.28125,0.7156076219370574,0.3837609484479027,0.820547073979162,0.35467867561633715,-0.2574442580498197,-0.9845052197069099,-0.0917575776307615,1.556889631521882,0,0,1,0,0
