Team Rank,Team Overall,G,MP,FG,FGA,FG%,FT,FTA,FT%,TRB,AST,PF,PTS,POS_C,POS_PG,POS_PF,POS_SF,POS_SG
0.36,0.5061671046315642,0.8749990877049239,1.811394413921011,3.2552651038015057,2.880545581791263,0.9792561278141007,4.166422660651607,3.8515714316550844,0.9404807910035544,1.5912936764805852,2.6121316122716487,0.9997184564678316,3.5286116070822766,0,0,0,0,1
0.28,0.8054880972066346,0.834036236411915,1.7100034609654322,2.554437387264423,2.3513635117919556,0.7683514550969344,4.4891311006791925,4.738878590347058,0.27064410557105545,2.594321604672088,0.2412097791228759,1.6452107768775108,3.015944701097856,0,0,1,0,0
0.4,0.5061671046315642,0.9159619389979327,1.6915687422462358,2.7101768798282193,2.625754214754559,0.5685470283122505,1.778380204447473,1.6594008042984423,0.669356418328495,0.1796247405073586,-0.07193084034960356,0.3542261360581524,2.7746896865169517,0,0,0,0,1
0.68,-0.09247488051857643,0.7521105338258974,1.728438179684628,2.749111752969168,2.7237508943840605,0.5130457986498383,2.4237970845026444,2.3901243467506563,0.5337942319909661,1.554144493954974,1.6279753796438559,1.4300466700742842,2.729454371283032,0,0,0,0,1
0.52,0.28167636020026154,0.9159619389979327,1.4703521176158825,3.021655864955812,3.017740933272565,0.4575445689874261,1.3911300764143704,1.1374554168325752,1.004274761044745,0.10532637545613609,1.1358972633299598,0.03147997585331298,2.623905302403887,0,0,0,1,0
0.56,0.20684611205649395,0.9159619389979327,1.5809604299310596,2.554437387264423,2.4297608554955565,0.65734899577211,2.681963836524713,2.2335407305108967,1.2753991337198045,0.8111608434427495,1.3148347601713763,0.13906202925492628,2.623905302403887,0,0,0,1,0
0.2,0.8803183453504022,0.834036236411915,1.5625257112118631,2.593372260405372,2.8413469099394626,0.15783792881040098,2.3592553964971272,2.1813461917643093,0.8926353134726616,1.1826526686988617,0.19647540491252166,-0.39884823775313993,2.578669987169967,0,0,0,1,0
0.44,0.4313368564877967,0.7930733851189062,1.7100034609654322,2.0872189095730347,1.5281914029041446,1.4343662110458792,3.7146308446129868,4.008155047894844,0.16697890425412096,3.26300689013309,0.8674910180678345,1.322464616672671,2.5183562335247416,0,0,1,0,0
0.16,1.104809089781705,0.8749990877049239,1.5256562737734711,2.3597630215596777,2.508158199199158,0.2355396503377774,2.8755889005412643,2.5989025017370033,0.9484550372587033,1.7398904065830303,0.3306785275435842,1.322464616672671,2.503277795113435,0,0,1,0,0
0.48,0.3565066083440291,0.9159619389979327,1.5072215550542747,2.3597630215596777,2.2533668321624543,0.6462487498396275,2.3592553964971272,2.9120697342165234,-0.2875531322893611,3.6344987153892023,-0.16139958877031194,2.0755389904839636,2.3675718494116764,1,0,0,0,0
0.32,0.6558276009190994,0.834036236411915,1.3597438053007056,2.1650886558549325,2.3513635117919556,0.19113866660784828,1.713838516441956,1.7637898817916158,0.43810327692918044,1.6284428590061963,0.15174103070216743,1.322464616672671,2.081081519596853,0,0,0,1,0
0.24,0.8803183453504022,0.834036236411915,1.4427000395370886,2.1650886558549325,1.6653867543854461,1.30116325985609,1.713838516441956,1.9203734980313758,0.11115918046807931,2.0742330493135315,0.10700665649181319,1.9679569370823502,2.05092464277424,1,0,0,0,0
0.96,-1.5142495952501605,0.4653705747748358,1.092440383872362,1.7368050513044935,1.8809794495703496,0.19113866660784828,2.8110472125357475,2.4945134242438303,1.0680687310859354,0.03102801040491358,0.4648816501746469,0.784554349664605,2.0358462043629335,0,0,0,1,0
0.12,1.2544695860692403,0.7111476825328886,1.5625257112118631,1.5421306855997483,1.4301947232746433,0.65734899577211,3.133755652563333,2.546707962990417,1.4269098125676318,1.554144493954974,4.75938157436865,0.13906202925492628,2.0207677659516268,0,1,0,0,0
0.6,0.13201586391272635,0.7521105338258974,1.5072215550542747,1.9314794170092386,1.567390074755945,1.0680580952739602,2.4237970845026444,2.2857352692574833,0.6853049108387926,1.6655920415318073,0.01753790807110491,0.8921364030662183,2.0207677659516268,0,0,1,0,0
0.56,0.20684611205649395,0.7930733851189062,1.276787571064323,1.8146747975863913,1.9593767932739503,0.20223891254033072,2.165630332480576,2.0769571142711363,0.621510940797603,0.8111608434427495,0.9122253922781889,0.784554349664605,1.9453755738950944,0,0,0,0,1
0.64,-0.017644632374808837,0.6701848312398798,1.0371362277147738,2.0872189095730347,2.1749694884588537,0.33544186373011936,1.3265883884088532,1.0852608780859887,1.1079399623616795,-0.48906054495364354,0.3306785275435842,-0.0761020775483003,1.9001402586611749,0,0,0,0,1
0.76,-0.91560761010002,0.834036236411915,1.5809604299310596,2.0872189095730347,2.096572144755252,0.43534407712246126,0.7457131963591992,0.7198991068598817,0.4779745082049245,1.0340559385964168,0.6438191470160637,1.5376287234758976,1.8850618202498686,0,0,0,1,0
0.16,1.104809089781705,0.424407723481827,0.797484884365224,2.0093491632911364,1.9593767932739503,0.5241460445823207,0.8102548843647164,0.6155100293667084,1.084017223596233,0.2539231055585811,0.06227228228145895,0.784554349664605,1.869983381838562,0,0,0,1,0
0.64,-0.017644632374808837,0.8749990877049239,1.0187015089955778,1.7757399244454424,1.8417807777185484,0.302141125932672,1.713838516441956,1.5550117268052692,0.6932791570939414,0.3653706531354147,0.6438191470160637,0.6769722962629923,1.74935587454811,0,0,0,1,0
0.4,0.5061671046315642,0.9159619389979327,0.7882675250056261,1.8536096707273408,1.8417807777185484,0.43534407712246126,1.262046700403336,1.4506226493120957,-0.0004802671040040119,0.588265748289082,-0.2508683371910203,0.784554349664605,1.719198997725497,0,0,0,1,0
0.12,1.2544695860692403,0.8749990877049239,1.4703521176158825,2.0093491632911364,1.6261880825336459,1.090258587138925,0.8102548843647164,0.8242881843530552,0.3982320456534364,0.8483100259683606,0.6438191470160637,0.13906202925492628,1.719198997725497,0,0,0,1,0
0.16,1.104809089781705,0.8749990877049239,1.7192208203250305,1.3474563198950031,1.2538006999415408,0.6129480120421803,2.8755889005412643,2.442318885497243,1.1956566711683163,0.1796247405073586,4.490975329106525,0.784554349664605,1.7041205593141904,0,1,0,0,0
0.2,0.8803183453504022,0.8749990877049239,1.3781785240199018,1.1917168273312069,1.1754033562379396,0.4575445689874261,3.2628390285743674,3.3296260441892174,0.45405176943947806,3.002962612453812,-0.34033708561172876,-0.1836841309499136,1.6739636824915773,1,0,0,0,0
