Team Rank,Team Overall,FG%,FT%,TRB,AST,PTS,POS_C,POS_PG,POS_PF,POS_SF,POS_SG
0.21212121212121213,1.0669357853969663,0.209690963317536,1.1278461703727385,1.303892577616307,0.5064460439920889,3.37118624524274,0,0,0,1,0
0.09090909090909091,1.2947404941781289,0.7844291595777845,0.2776821203197337,1.5850755189724954,2.8422992264862126,3.198249961552696,0,0,0,1,0
0.2727272727272727,0.6872612707616951,0.12587497636291636,0.8327479050650836,1.5047375357278703,0.615090378061583,3.008020049493648,0,0,0,1,0
0.09090909090909091,1.2947404941781289,0.6646920353568992,0.2706559711457419,1.1432166111270567,1.5385672176522829,2.9907264211246436,0,0,0,0,1
0.15151515151515152,1.2188055912510747,0.07798012667456226,0.7624864133251658,0.6210197200369925,1.5928893846870302,2.956139164386634,0,0,0,0,1
0.45454545454545453,0.07978204734526118,0.6886394602010762,0.5095450430614624,1.8662584603286836,0.4521238769573418,2.956139164386634,1,0,0,0,0
0.030303030303030304,1.5984801058863458,0.006137852142031124,0.9732708885449192,0.2193298038138662,3.2225543957294427,2.904258279279621,0,1,0,0,0
0.6060606060606061,-0.3758273702170642,0.07798012667456226,0.4884665955394871,-0.021684145920009404,2.0817888879997537,2.7486156239585813,0,0,0,0,1
0.42424242424242425,0.1557169502723154,-0.10162555965676559,1.1840553637646727,-0.1421911207869472,0.39780170992259467,2.6448538537445545,0,0,0,0,1
0.12121212121212122,1.2188055912510747,0.8682451465324041,1.2121599604606397,1.3842305608609324,0.4521238769573418,2.558385711899532,0,0,1,0,0
0.24242424242424243,0.8391310766158036,1.7782472906111306,-0.8675801950409258,4.236228966045128,-0.19974212745962314,2.5410920835305277,1,0,0,0,0
0.696969696969697,-0.6795669819252811,0.7365343098894304,-0.5443773330373038,3.432849133598876,1.1039898813743065,2.47191757005451,0,0,1,0,0
0.696969696969697,-0.6795669819252811,0.06600641425247374,0.7414079658031905,-0.2626980956538852,1.429922883582789,2.4373303133165014,0,0,0,0,1
