Team Rank,Team Overall,FG%,FT%,TRB,AST,PTS,POS_C,POS_PG,POS_PF,POS_SF,POS_SG
0.34782608695652173,0.7602628616294017,0.8748839065281678,0.7828938366664978,0.6839539661175541,1.7524852901373673,4.041895042093094,0,0,0,0,1
0.30434782608695654,0.7602628616294017,0.08214759921685201,0.6656496188726786,1.02000853729753,0.3407728758383442,3.3701808282064123,0,0,0,1,0
0.08695652173913043,1.3014392211978574,0.7855615057043576,1.3691149256355937,2.102851044433008,1.8465994510906352,3.2452107419019125,0,0,0,1,0
0.7391304347826086,-0.32208985750750996,1.4554795118829336,0.07942852990358351,3.0736753611751606,0.4819441172682466,2.995270569292915,0,0,1,0,0
0.391304347826087,0.5283301361000634,0.7074044049835235,-0.3192018105954017,3.1110147579729355,0.1054874734551737,2.901543004564541,0,0,1,0,0
0.2608695652173913,0.9921955871587399,0.5510902035418555,0.5484054010788603,1.09468733089308,1.705428209660733,2.7921941790481037,0,0,0,0,1
0.4782608695652174,0.2963974105707253,0.5175943032329267,0.2044890288836573,0.3105599981398031,0.19960163440844197,2.604739049591356,0,0,0,0,1
0.21739130434782608,0.9921955871587399,0.20496590034959056,0.22793787244242114,0.7212933629153291,0.670172439174783,2.495390224074919,0,0,0,1,0
0.13043478260869565,1.0695064956685194,0.42827190240911633,0.6812821812451878,0.38523879173535336,1.1878003244177582,2.4797689632868565,0,0,0,1,0
0.43478260869565216,0.45101922759028407,0.6404126043656658,-0.3582832165266748,3.1483541547707103,-0.035683767974728504,2.1361012259494845,1,0,0,0,0
0.08695652173913043,1.3014392211978574,1.6452896136335304,0.4389774644712957,1.7667964732530321,0.24665871488507612,2.1048587043733598,0,0,1,0,0
0.043478260869565216,1.6879937637467544,0.7855615057043576,0.9157706168328261,0.16120241094870258,0.9054578415579533,1.964267357280798,0,0,0,0,1
0.8695652173913043,-1.249820759624863,0.1491393998347091,0.7047310248039517,-0.17485216023127312,1.9407136120439037,1.948646096492736,0,0,0,0,1
0.4782608695652174,0.2963974105707253,0.3501148016882823,-0.20195759280158254,1.09468733089308,0.5760582782215147,1.9174035749166107,0,0,0,1,0
0.5652173913043478,0.14177559355116648,0.31661890137935345,-0.5927716521143123,1.3560631084775057,0.1054874734551737,1.9017823141285486,0,0,1,0,0
0.8695652173913043,-1.249820759624863,0.5622555036448318,0.11069365464860197,2.4389056156129834,0.4819441172682466,1.8236760101882368,0,0,1,0,0
